"ISO time"	"unixtime"	"track name"	"track mbid"	"artist name"	"artist mbid"	"uncorrected track name"	"uncorrected track mbid"	"uncorrected artist name"	"uncorrected artist mbid"
"2008-11-23T07:55:45"	"1227426945"	"The Way I Are"	"2313cb68-fe6c-4bdd-b165-0edd46247b18"	"Timbaland"	"daa09819-5da5-4c7a-8bef-eb372bb27ff1"	"The Way I Are"	"2313cb68-fe6c-4bdd-b165-0edd46247b18"	"Timbaland"	"daa09819-5da5-4c7a-8bef-eb372bb27ff1"
